Station id,Baseline Tree depth,Baseline Min samples split,Baseline Min samples leaf,Baseline Feature ratio,Modified Tree depth,Modified Min samples split,Modified Min samples leaf,Modified Feature ratio
7197000,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
7208500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
7261000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
7291000,5,2,3,0.5282532043662949,3,8,2,0.5835899076556831
7292500,5,2,3,0.5282532043662949,8,3,4,0.5791076592435124
7299670,5,4,1,0.6931595360241993,2,3,4,0.6761429142764176
7301410,5,2,3,0.5282532043662949,5,6,2,0.5060088760622651
7301500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
7315200,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
7315700,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
7335700,8,4,4,0.6330242596481994,3,8,2,0.5835899076556831
7340300,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
7346045,8,4,4,0.6330242596481994,5,6,2,0.5060088760622651
7373000,2,7,3,0.7575793759734148,3,8,2,0.5835899076556831
7362100,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
7375000,5,8,3,0.7358192915830861,3,8,2,0.5835899076556831
8013000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
8014500,5,2,3,0.5282532043662949,8,7,2,0.6265998724541788
8023080,5,4,1,0.6931595360241993,8,7,2,0.6265998724541788
8029500,7,5,1,0.6351157813686702,7,3,2,0.6353094161003328
8066200,2,7,3,0.7575793759734148,3,8,2,0.5835899076556831
8066300,5,8,3,0.7358192915830861,3,8,2,0.5835899076556831
8070000,5,8,3,0.7358192915830861,7,3,2,0.6353094161003328
8079600,2,7,3,0.7575793759734148,3,8,2,0.5835899076556831
8082700,7,5,1,0.6351157813686702,7,3,2,0.6353094161003328
8086212,8,4,4,0.6330242596481994,5,6,2,0.5060088760622651
8086290,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
8101000,5,8,3,0.7358192915830861,3,8,2,0.5835899076556831
8103900,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
8104900,5,2,3,0.5282532043662949,3,8,2,0.5835899076556831
8150800,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
8109700,5,8,3,0.7358192915830861,7,3,2,0.6353094161003328
8158700,5,2,3,0.5282532043662949,8,3,4,0.5791076592435124
8158810,7,5,1,0.6351157813686702,5,6,2,0.5060088760622651
8164000,7,5,1,0.6351157813686702,8,7,2,0.6265998724541788
8164300,5,2,3,0.5282532043662949,8,3,4,0.5791076592435124
8164600,5,2,3,0.5282532043662949,8,7,2,0.6265998724541788
8165300,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
8175000,5,2,3,0.5282532043662949,5,6,2,0.5060088760622651
8171300,5,8,3,0.7358192915830861,8,7,2,0.6265998724541788
8189500,7,5,1,0.6351157813686702,7,3,2,0.6353094161003328
8190000,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
8190500,8,4,4,0.6330242596481994,2,3,4,0.6761429142764176
8194200,5,8,3,0.7358192915830861,8,3,4,0.5791076592435124
8195000,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
8196000,2,7,3,0.7575793759734148,3,8,2,0.5835899076556831
8198500,2,7,3,0.7575793759734148,3,8,2,0.5835899076556831
8202700,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
8200000,8,4,4,0.6330242596481994,5,6,2,0.5060088760622651
8267500,7,5,1,0.6351157813686702,8,7,2,0.6265998724541788
8269000,7,5,1,0.6351157813686702,8,3,4,0.5791076592435124
8271000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
8324000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
8377900,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
8378500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
8380500,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
9034900,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
9035900,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9047700,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9065500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9066000,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
9066200,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
9081600,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9066300,7,5,1,0.6351157813686702,8,7,2,0.6265998724541788
9210500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9223000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9306242,7,5,1,0.6351157813686702,8,3,4,0.5791076592435124
9352900,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
9312600,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
9378630,8,4,4,0.6330242596481994,5,6,2,0.5060088760622651
9386900,5,2,3,0.5282532043662949,5,6,2,0.5060088760622651
9404450,5,2,3,0.5282532043662949,7,3,2,0.6353094161003328
9430500,7,5,1,0.6351157813686702,7,3,2,0.6353094161003328
9430600,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9492400,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9494000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
